PID USER PR NI VIRT RES SHR S %CPU %MEM TIME+ COMMAND
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.98 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.00 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.01 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.02 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.04 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.05 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.06 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.08 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.09 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 13.3 0.8 0:04.11 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.12 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.13 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.15 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.16 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.17 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.19 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.21 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.22 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.23 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.24 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.26 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.27 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.28 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.30 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.32 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.33 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.34 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.36 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.37 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.38 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.39 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 20.0 0.8 0:04.42 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.43 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.44 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.46 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.47 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.48 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.50 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.51 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.53 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.54 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.55 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.57 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.59 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.60 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.63 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.65 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.67 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.69 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.70 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.71 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.73 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 20.0 0.8 0:04.76 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.77 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.79 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.80 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:04.82 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:04.83 Main
